clsid,clsdesc,CLSAUTHOR,clsstartdate,clsversion,clsclasses
clsid4686,Codes for child support services,Caleb1,1/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\AggregateFcts.java
clsid4687,Codes for child support services,Caleb1,12/7/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\AggregateFunction.java
clsid4688,Codes related to other Child Care services,Caleb2,11/7/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\BytesConversionFcts.java
clsid4689,Codes related to other Child Care services,Caleb2,10/8/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\FromJsonFct.java
clsid4690,Codes for Juvenile Justice (Youth Aids) services,Caleb2,9/8/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\Function.java
clsid4691,Codes for Juvenile Justice (Youth Aids) services,Caleb1,6/4/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\FunctionCall.java
clsid4692,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,5/5/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\FunctionName.java
clsid4693,Codes related to County and Tribe Child Care services,Caleb1,4/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\Functions.java
clsid4694,Codes for child support services,Caleb2,3/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\JavaSourceUDFFactory.java
clsid4695,Codes for Juvenile Justice (Youth Aids) services,Caleb1,2/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\NativeAggregateFunction.java
clsid4696,Used for the majority of grant programs processed in CORe,Caleb2,1/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\NativeFunction.java
clsid4697,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb38,12/7/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\NativeScalarFunction.java
clsid4698,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,11/7/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\ScalarFunction.java
clsid4699,Codes for child support services,Caleb2,10/8/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\ScriptBasedUDF.java
clsid4700,Codes for child support services,Caleb9,9/8/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\TimeFcts.java
clsid4701,Codes related to other Child Care services,Caleb38,6/4/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\ToJsonFct.java
clsid4702,Codes related to County and Tribe Child Care services,Caleb1,5/5/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\TokenFct.java
clsid4703,Codes related to County and Tribe Child Care services,Caleb2,4/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UDAggregate.java
clsid4704,Codes related to other Child Care services,Caleb1,3/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UDFunction.java
clsid4705,Codes for child support services,Caleb2,2/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UDHelper.java
clsid4706,Codes related to other Child Care services,Caleb38,1/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UuidFcts.java
clsid4707,Codes related to County and Tribe Child Care services,Caleb1,12/7/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\IndexName.java
clsid4708,Codes for child support services,Caleb2,11/7/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Json.java
clsid4709,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,10/8/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\KeyspaceElementName.java
clsid4710,Codes related to County and Tribe Child Care services,Caleb1,9/8/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Lists.java
clsid4711,Codes related to County and Tribe Child Care services,Caleb1,6/4/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Maps.java
clsid4712,Used for the majority of grant programs processed in CORe,Caleb1,5/5/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\MultiColumnRelation.java
clsid4713,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,4/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Operation.java
clsid4714,Codes for child support services,Caleb1,3/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Operator.java
clsid4715,Codes related to County and Tribe Child Care services,Caleb30,2/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\QueryHandler.java
clsid4716,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,1/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\QueryOptions.java
clsid4717,Used for the majority of grant programs processed in CORe,Caleb28,12/7/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\QueryProcessor.java
clsid4718,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb40,11/7/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Relation.java
clsid4719,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,10/8/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\AbstractPrimaryKeyRestrictions.java
clsid4720,Used for the majority of grant programs processed in CORe,Caleb46,9/8/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\AbstractRestriction.java
clsid4721,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb8,6/4/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\ForwardingPrimaryKeyRestrictions.java
clsid4722,Used for the majority of grant programs processed in CORe,Caleb1,5/5/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\MultiColumnRestriction.java
clsid4723,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,4/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\PrimaryKeyRestrictions.java
clsid4724,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,3/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\PrimaryKeyRestrictionSet.java
clsid4725,Codes for Juvenile Justice (Youth Aids) services,Caleb1,2/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\Restriction.java
clsid4726,Codes for Juvenile Justice (Youth Aids) services,Caleb1,1/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\Restrictions.java
clsid4727,Codes related to County and Tribe Child Care services,Caleb1,12/7/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\RestrictionSet.java
clsid4728,Used for the majority of grant programs processed in CORe,Caleb1,11/7/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\ReversedPrimaryKeyRestrictions.java
clsid4729,Codes for Juvenile Justice (Youth Aids) services,Caleb1,10/8/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\SingleColumnRestriction.java
clsid4730,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb37,9/8/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\StatementRestrictions.java
clsid4731,Codes related to other Child Care services,Caleb2,6/4/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TermSlice.java
clsid4732,Codes for Juvenile Justice (Youth Aids) services,Caleb38,5/5/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TokenFilter.java
clsid4733,Codes for child support services,Caleb2,4/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TokenRestriction.java
clsid4734,Codes for Juvenile Justice (Youth Aids) services,Caleb1,3/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ResultSet.java
clsid4735,Codes related to other Child Care services,Caleb1,2/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\RoleName.java
clsid4736,Codes related to other Child Care services,Caleb1,1/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AbstractFunctionSelector.java
clsid4737,Codes for child support services,Caleb2,12/7/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AggregateFunctionSelector.java
clsid4738,Codes related to State County Contract  for Human or Social  Services contracts,Caleb10,11/7/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\FieldSelector.java
clsid4739,Codes related to State County Contract  for Human or Social  Services contracts,Caleb20,10/8/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\RawSelector.java
clsid4740,Codes related to County and Tribe Child Care services,Caleb27,9/8/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\ScalarFunctionSelector.java
clsid4741,Codes for child support services,Caleb1,6/4/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selectable.java
clsid4742,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,5/5/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selection.java
clsid4743,Codes related to State County Contract  for Human or Social  Services contracts,Caleb11,4/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectionColumnMapping.java
clsid4744,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,3/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectionColumns.java
clsid4745,Used for the majority of grant programs processed in CORe,Caleb1,2/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selector.java
clsid4746,Codes for Juvenile Justice (Youth Aids) services,Caleb1,1/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectorFactories.java
clsid4747,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,12/7/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SimpleSelector.java
clsid4748,Codes for child support services,Caleb1,11/7/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\WritetimeOrTTLSelector.java
clsid4749,Codes related to other Child Care services,Caleb2,10/8/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Sets.java
clsid4750,Codes related to other Child Care services,Caleb14,9/8/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\SingleColumnRelation.java
clsid4751,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,6/4/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterKeyspaceStatement.java
clsid4752,Codes for child support services,Caleb1,5/5/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterRoleStatement.java
clsid4753,Codes for child support services,Caleb14,4/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTableStatement.java
clsid4754,Used for the majority of grant programs processed in CORe,Caleb35,3/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTypeStatement.java
clsid4755,Codes related to other Child Care services,Caleb1,2/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthenticationStatement.java
clsid4756,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb43,1/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthorizationStatement.java
clsid4757,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,12/7/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\BatchStatement.java
clsid4758,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb7,11/7/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\Bound.java
clsid4759,Codes related to other Child Care services,Caleb6,10/8/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFPropDefs.java
clsid4760,Codes related to State County Contract  for Human or Social  Services contracts,Caleb20,9/8/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFStatement.java
clsid4761,Used for the majority of grant programs processed in CORe,Caleb1,6/4/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CQL3CasRequest.java
clsid4762,Codes related to other Child Care services,Caleb1,5/5/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateAggregateStatement.java
clsid4763,Codes related to County and Tribe Child Care services,Caleb32,4/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateFunctionStatement.java
clsid4764,Codes related to County and Tribe Child Care services,Caleb2,3/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateIndexStatement.java
clsid4765,Codes for child support services,Caleb2,2/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateKeyspaceStatement.java
clsid4766,Codes related to other Child Care services,Caleb1,1/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateRoleStatement.java
clsid4767,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,12/7/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTableStatement.java
clsid4768,Codes related to other Child Care services,Caleb2,11/7/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTriggerStatement.java
clsid4769,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,10/8/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTypeStatement.java
clsid4770,Codes for child support services,Caleb2,9/8/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DeleteStatement.java
clsid4771,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb28,6/4/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropAggregateStatement.java
clsid4772,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb29,5/5/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropFunctionStatement.java
clsid4773,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,4/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropIndexStatement.java
clsid4774,Codes related to other Child Care services,Caleb42,3/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropKeyspaceStatement.java
clsid4775,Codes for Juvenile Justice (Youth Aids) services,Caleb2,2/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropRoleStatement.java
clsid4776,Codes for child support services,Caleb1,1/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTableStatement.java
clsid4777,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,12/7/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTriggerStatement.java
clsid4778,Codes for child support services,Caleb1,11/7/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTypeStatement.java
clsid4779,Codes related to other Child Care services,Caleb3,10/8/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantPermissionsStatement.java
clsid4780,Used for the majority of grant programs processed in CORe,Caleb2,9/8/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantRoleStatement.java
clsid4781,Codes related to County and Tribe Child Care services,Caleb2,6/4/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\IndexPropDefs.java
clsid4782,Codes for Juvenile Justice (Youth Aids) services,Caleb47,5/5/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\IndexTarget.java
clsid4783,Codes related to other Child Care services,Caleb1,4/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\KSPropDefs.java
clsid4784,Codes for child support services,Caleb2,3/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListPermissionsStatement.java
clsid4785,Used for the majority of grant programs processed in CORe,Caleb2,2/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListRolesStatement.java
