"CLASSNAME","DESCRIPTION","CREATEDBY","CREATEDON","VERSION","CLASSES"
"PCA6662","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2015-01-03","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\DisableGossip.java"
"PCA6663","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2015-01-03","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\DisableHandoff.java"
"PCA6664","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2015-01-03","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\DisableThrift.java"
"PCA6665"," ","Caleb","2015-01-03","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Drain.java"
"PCA6666","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2015-01-03","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\EnableAutoCompaction.java"
"PCA6667","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2015-01-03","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\EnableBackup.java"
"PCA6668","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2015-01-03","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\EnableBinary.java"
"PCA6669","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2015-01-03","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\EnableGossip.java"
"PCA6670"," ","Caleb","2015-01-02","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\EnableHandoff.java"
"PCA6671","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2015-01-02","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\EnableThrift.java"
"PCA6672","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2015-01-02","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Flush.java"
"PCA6673","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2015-01-02","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GcStats.java"
"PCA6674","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2015-01-02","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GetCompactionThreshold.java"
"PCA6675"," ","Alex","2015-01-02","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GetCompactionThroughput.java"
"PCA6676","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2015-01-02","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GetEndpoints.java"
"PCA6677","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2015-01-02","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GetLoggingLevels.java"
"PCA6678","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2015-01-02","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GetSSTables.java"
"PCA6679","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2015-01-02","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GetStreamThroughput.java"
"PCA6680"," ","Alex","2015-01-02","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\GossipInfo.java"
"PCA6681","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2015-01-02","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\HostStat.java"
"PCA6682","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2015-01-01","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Info.java"
"PCA6683","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2015-01-01","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\InvalidateCounterCache.java"
"PCA6684","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2015-01-01","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\InvalidateKeyCache.java"
"PCA6685"," ","Caleb","2015-01-01","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\InvalidateRowCache.java"
"PCA6686","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2015-01-01","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Join.java"
"PCA6687","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2015-01-01","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\ListSnapshots.java"
"PCA6688","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2015-01-01","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Move.java"
"PCA6689","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2015-01-01","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\NetStats.java"
"PCA6690"," ","Caleb","2015-01-01","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\PauseHandoff.java"
"PCA6691","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2015-01-01","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\ProxyHistograms.java"
"PCA6692","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2015-01-01","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\RangeKeySample.java"
"PCA6693","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2015-01-01","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Rebuild.java"
"PCA6694","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-31","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\RebuildIndex.java"
"PCA6695"," ","Alex","2014-12-31","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Refresh.java"
"PCA6696","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-31","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\ReloadTriggers.java"
"PCA6697","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-31","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\RemoveNode.java"
"PCA6698","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-31","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Repair.java"
"PCA6699","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-31","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\ResetLocalSchema.java"
"PCA6700"," ","Alex","2014-12-31","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\ResumeHandoff.java"
"PCA6701","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-31","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Ring.java"
"PCA6702","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-31","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Scrub.java"
"PCA6703","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-31","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetCacheCapacity.java"
"PCA6704","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-31","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetCacheKeysToSave.java"
"PCA6705"," ","Caleb","2014-12-31","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetCompactionThreshold.java"
"PCA6706","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-30","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetCompactionThroughput.java"
"PCA6707","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-12-30","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetHintedHandoffThrottleInKB.java"
"PCA6708","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-30","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetHostStat.java"
"PCA6709","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-30","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetLoggingLevel.java"
"PCA6710"," ","Caleb","2014-12-30","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetStreamThroughput.java"
"PCA6711","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-30","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\SetTraceProbability.java"
"PCA6712","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-12-30","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Snapshot.java"
"PCA6713","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-30","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Status.java"
"PCA6714","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-30","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\StatusBackup.java"
"PCA6715"," ","Alex","2014-12-30","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\StatusBinary.java"
"PCA6716","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-30","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\StatusGossip.java"
"PCA6717","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-30","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\StatusHandoff.java"
"PCA6718","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-29","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\StatusThrift.java"
"PCA6719","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-29","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Stop.java"
"PCA6720"," ","Alex","2014-12-29","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\StopDaemon.java"
"PCA6721","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-29","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\TableHistograms.java"
"PCA6722","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-29","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\TableStats.java"
"PCA6723","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-29","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\TopPartitions.java"
"PCA6724","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-29","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\TpStats.java"
"PCA6725"," ","Caleb","2014-12-29","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\TruncateHints.java"
"PCA6726","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-29","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\UpgradeSSTable.java"
"PCA6727","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-12-29","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Verify.java"
"PCA6728","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-29","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Version.java"
"PCA6729","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-29","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\NodeTool.java"
"PCA6730"," ","Caleb","2014-12-28","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\RepairRunner.java"
"PCA6731","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-28","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableExport.java"
"PCA6732","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-12-28","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableImport.java"
"PCA6733","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-28","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableLevelResetter.java"
"PCA6734","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-28","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableMetadataViewer.java"
"PCA6735"," ","Alex","2014-12-28","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableOfflineRelevel.java"
"PCA6736","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-28","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\SSTableRepairedAtSetter.java"
"PCA6737","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-28","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\StandaloneScrubber.java"
"PCA6738","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-28","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\StandaloneSplitter.java"
