"SUBCOMPONENTID","CLASSNAME"
"SCP9220","PCA9421"
"SCP9221","PCA6627"
"SCP9221","PCA7431"
"SCP9221","PCA7496"
"SCP9224","PCA7485"
"SCP9224","PCA7120"
"SCP9224","PCA8314"
"SCP9225","PCA2"
"SCP9227","PCA62"
"SCP9228","PCA2385"
"SCP9228","PCA8"
"SCP9228","PCA6610"
"SCP9230","PCA70"
"SCP9232","PCA8349"
"SCP9232","PCA9598"
"SCP9232","PCA897"
"SCP9233","PCA10"
"SCP9234","PCA8"
"SCP9235","PCA11"
"SCP9237","PCA34"
"SCP9239","PCA6614"
"SCP9239","PCA4836"
"SCP9239","PCA2361"
"SCP9241","PCA29"
"SCP9243","PCA34"
"SCP9248","PCA7911"
"SCP9248","PCA2976"
"SCP9248","PCA3374"
"SCP9252","PCA16"
"SCP9253","PCA24"
"SCP9254","PCA3700"
"SCP9254","PCA6684"
"SCP9254","PCA5710"
"SCP9258","PCA2799"
"SCP9258","PCA1967"
"SCP9258","PCA4777"
"SCP9259","PCA10"
"SCP9272","PCA4908"
"SCP9272","PCA487"
"SCP9272","PCA5552"
"SCP9275","PCA1410"
"SCP9275","PCA8833"
"SCP9275","PCA8504"
"SCP9277","PCA5906"
"SCP9277","PCA8114"
"SCP9277","PCA2660"
"SCP9282","PCA9691"
"SCP9282","PCA7267"
"SCP9282","PCA5169"
"SCP9285","PCA3029"
"SCP9285","PCA7647"
"SCP9285","PCA5311"
"SCP9287","PCA67"
"SCP9288","PCA41"
"SCP9289","PCA38"
"SCP9290","PCA9559"
"SCP9290","PCA7408"
"SCP9290","PCA6721"
"SCP9291","PCA7848"
"SCP9291","PCA4459"
"SCP9291","PCA4952"
"SCP9292","PCA44"
"SCP9295","PCA64"
"SCP9300","PCA7"
"SCP9300","PCA3259"
"SCP9300","PCA6125"
"SCP9301","PCA5172"
"SCP9301","PCA549"
"SCP9301","PCA5064"
"SCP9302","PCA5105"
"SCP9302","PCA796"
"SCP9302","PCA5525"
"SCP9303","PCA70"
"SCP9305","PCA5"
"SCP9309","PCA8939"
"SCP9309","PCA7296"
"SCP9309","PCA935"
"SCP9317","PCA8394"
"SCP9317","PCA1969"
"SCP9317","PCA6238"
"SCP9322","PCA1790"
"SCP9322","PCA6981"
"SCP9322","PCA5732"
"SCP9323","PCA16"
"SCP9325","PCA7869"
"SCP9325","PCA6508"
"SCP9325","PCA2029"
"SCP9327","PCA8218"
"SCP9327","PCA2535"
"SCP9327","PCA9346"
"SCP9329","PCA68"
"SCP9330","PCA2524"
"SCP9330","PCA8223"
"SCP9330","PCA679"
"SCP9331","PCA2692"
"SCP9331","PCA1182"
"SCP9331","PCA1044"
"SCP9335","PCA8622"
"SCP9335","PCA8822"
"SCP9335","PCA7607"
"SCP9341","PCA53"
"SCP9342","PCA9"
"SCP9347","PCA38"
"SCP9348","PCA448"
"SCP9348","PCA1949"
"SCP9348","PCA7486"
"SCP9351","PCA38"
"SCP9355","PCA35"
"SCP9359","PCA4"
"SCP9360","PCA2638"
"SCP9360","PCA8508"
"SCP9360","PCA8521"
"SCP9361","PCA43"
"SCP9362","PCA69"
"SCP9363","PCA2382"
"SCP9363","PCA6582"
"SCP9363","PCA1322"
"SCP9364","PCA5945"
"SCP9364","PCA1631"
"SCP9364","PCA1169"
"SCP9365","PCA46"
"SCP9366","PCA15"
"SCP9369","PCA68"
"SCP9370","PCA68"
"SCP9371","PCA21"
"SCP9374","PCA725"
"SCP9374","PCA1685"
"SCP9374","PCA4671"
"SCP9379","PCA21"
"SCP9383","PCA756"
"SCP9383","PCA5553"
"SCP9383","PCA8466"
"SCP9384","PCA948"
"SCP9384","PCA860"
"SCP9384","PCA9198"
"SCP9386","PCA3444"
"SCP9386","PCA7572"
"SCP9386","PCA6756"
"SCP9388","PCA9958"
"SCP9388","PCA1487"
"SCP9388","PCA7642"
"SCP9389","PCA69"
"SCP9390","PCA5309"
"SCP9390","PCA7774"
"SCP9390","PCA5978"
"SCP9391","PCA26"
"SCP9395","PCA1238"
"SCP9395","PCA3771"
"SCP9395","PCA9556"
"SCP9397","PCA33"
"SCP9403","PCA1855"
"SCP9403","PCA9425"
"SCP9403","PCA6466"
"SCP9404","PCA67"
"SCP9414","PCA20"
"SCP9417","PCA639"
"SCP9417","PCA4010"
"SCP9417","PCA9173"
"SCP9418","PCA27"
"SCP9419","PCA45"
"SCP9421","PCA27"
"SCP9424","PCA33"
"SCP9428","PCA3072"
"SCP9428","PCA1038"
"SCP9428","PCA879"
"SCP9429","PCA1011"
"SCP9429","PCA310"
"SCP9429","PCA6060"
"SCP9430","PCA10"
"SCP9432","PCA34"
"SCP9435","PCA45"
"SCP9441","PCA2445"
"SCP9441","PCA793"
"SCP9441","PCA7244"
"SCP9442","PCA288"
"SCP9442","PCA4721"
"SCP9442","PCA5491"
"SCP9446","PCA2638"
"SCP9446","PCA5876"
"SCP9446","PCA292"
"SCP9448","PCA32"
"SCP9452","PCA60"
"SCP9455","PCA58"
"SCP9456","PCA7759"
"SCP9456","PCA7873"
"SCP9456","PCA2039"
"SCP9457","PCA2287"
"SCP9457","PCA3421"
"SCP9457","PCA8680"
"SCP9459","PCA2286"
"SCP9459","PCA1653"
"SCP9459","PCA5484"
"SCP9460","PCA33"
"SCP9461","PCA38"
"SCP9462","PCA16"
"SCP9464","PCA5693"
"SCP9464","PCA8509"
"SCP9464","PCA5887"
"SCP9467","PCA552"
"SCP9467","PCA3303"
"SCP9467","PCA3353"
"SCP9469","PCA2"
"SCP9473","PCA3"
"SCP9474","PCA47"
"SCP9477","PCA21"
"SCP9480","PCA493"
"SCP9480","PCA9336"
"SCP9480","PCA2504"
"SCP9483","PCA2245"
"SCP9483","PCA895"
"SCP9483","PCA5782"
"SCP9485","PCA8034"
"SCP9485","PCA545"
"SCP9485","PCA5446"
"SCP9486","PCA59"
"SCP9487","PCA8378"
"SCP9487","PCA9580"
"SCP9487","PCA8958"
"SCP9488","PCA50"
"SCP9489","PCA9506"
"SCP9489","PCA3359"
"SCP9489","PCA7645"
"SCP9490","PCA2714"
"SCP9490","PCA701"
"SCP9490","PCA650"
"SCP9493","PCA2247"
"SCP9493","PCA7767"
"SCP9493","PCA5198"
"SCP9498","PCA44"
"SCP9500","PCA51"
"SCP9501","PCA1082"
"SCP9501","PCA5644"
"SCP9501","PCA573"
"SCP9503","PCA52"
"SCP9509","PCA5"
"SCP9512","PCA39"
"SCP9514","PCA29"
"SCP9515","PCA7051"
"SCP9515","PCA2924"
"SCP9515","PCA1377"
"SCP9517","PCA6573"
"SCP9517","PCA231"
"SCP9517","PCA7981"
"SCP9519","PCA20"
"SCP9520","PCA8508"
"SCP9520","PCA6122"
"SCP9520","PCA2785"
"SCP9521","PCA2075"
"SCP9521","PCA3700"
"SCP9521","PCA7150"
"SCP9523","PCA29"
"SCP9525","PCA30"
"SCP9528","PCA53"
"SCP9529","PCA44"
"SCP9530","PCA5801"
"SCP9530","PCA7210"
"SCP9530","PCA8362"
"SCP9531","PCA5175"
"SCP9531","PCA2776"
"SCP9531","PCA5748"
"SCP9533","PCA11"
"SCP9535","PCA36"
"SCP9536","PCA70"
"SCP9537","PCA40"
"SCP9538","PCA53"
"SCP9545","PCA8"
"SCP9548","PCA7642"
"SCP9548","PCA1472"
"SCP9548","PCA1853"
"SCP9551","PCA9431"
"SCP9551","PCA9762"
"SCP9551","PCA3516"
"SCP9553","PCA34"
"SCP9556","PCA13"
"SCP9559","PCA23"
"SCP9563","PCA20"
"SCP9567","PCA42"
"SCP9571","PCA1448"
"SCP9571","PCA4852"
"SCP9571","PCA8000"
"SCP9572","PCA8090"
"SCP9572","PCA325"
"SCP9572","PCA9619"
"SCP9573","PCA4532"
"SCP9573","PCA8801"
"SCP9573","PCA4899"
"SCP9574","PCA6071"
"SCP9574","PCA6264"
"SCP9574","PCA1941"
"SCP9578","PCA8998"
"SCP9578","PCA9641"
"SCP9578","PCA2431"
"SCP9580","PCA286"
"SCP9580","PCA4606"
"SCP9580","PCA4734"
"SCP9583","PCA8238"
"SCP9583","PCA113"
"SCP9583","PCA408"
"SCP9584","PCA1642"
"SCP9584","PCA6873"
"SCP9584","PCA5288"
"SCP9596","PCA42"
"SCP9597","PCA4380"
"SCP9597","PCA1911"
"SCP9597","PCA321"
"SCP9598","PCA3475"
"SCP9598","PCA9014"
"SCP9598","PCA6015"
"SCP9600","PCA18"
"SCP9601","PCA32"
"SCP9603","PCA6406"
"SCP9603","PCA598"
"SCP9603","PCA8740"
"SCP9609","PCA41"
"SCP9611","PCA24"
"SCP9613","PCA15"
"SCP9616","PCA6"
"SCP9619","PCA33"
"SCP9622","PCA1254"
"SCP9622","PCA3925"
"SCP9622","PCA5960"
"SCP9624","PCA29"
"SCP9629","PCA5747"
"SCP9629","PCA5951"
"SCP9629","PCA6990"
"SCP9630","PCA3445"
"SCP9630","PCA2225"
"SCP9630","PCA2990"
"SCP9634","PCA6823"
"SCP9634","PCA6338"
"SCP9634","PCA2545"
"SCP9635","PCA23"
"SCP9636","PCA18"
"SCP9640","PCA3004"
"SCP9640","PCA8830"
"SCP9640","PCA8272"
"SCP9643","PCA10"
"SCP9644","PCA68"
"SCP9646","PCA6"
"SCP9650","PCA375"
"SCP9650","PCA4659"
"SCP9650","PCA7645"
"SCP9651","PCA50"
"SCP9653","PCA66"
"SCP9654","PCA16"
"SCP9655","PCA1"
"SCP9658","PCA9123"
"SCP9658","PCA4396"
"SCP9658","PCA4343"
"SCP9668","PCA54"
"SCP9669","PCA8324"
"SCP9669","PCA3967"
"SCP9669","PCA3645"
"SCP9671","PCA2271"
"SCP9671","PCA4551"
"SCP9671","PCA7497"
"SCP9672","PCA5163"
"SCP9672","PCA8174"
"SCP9672","PCA6031"
"SCP9675","PCA2838"
"SCP9675","PCA3328"
"SCP9675","PCA6544"
"SCP9676","PCA22"
"SCP9682","PCA65"
"SCP9688","PCA65"
"SCP9691","PCA4876"
"SCP9691","PCA1366"
"SCP9691","PCA1544"
"SCP9693","PCA4399"
"SCP9693","PCA9706"
"SCP9693","PCA2902"
"SCP9698","PCA6878"
"SCP9698","PCA4761"
"SCP9698","PCA4983"
"SCP9700","PCA52"
"SCP9701","PCA15"
"SCP9704","PCA4160"
"SCP9704","PCA5678"
"SCP9704","PCA2630"
"SCP9706","PCA9499"
"SCP9706","PCA2315"
"SCP9706","PCA2727"
"SCP9709","PCA3988"
"SCP9709","PCA6465"
"SCP9709","PCA1052"
"SCP9710","PCA61"
"SCP9713","PCA5824"
"SCP9713","PCA1332"
"SCP9713","PCA4455"
"SCP9714","PCA22"
"SCP9715","PCA41"
"SCP9717","PCA7679"
"SCP9717","PCA2972"
"SCP9717","PCA203"
"SCP9718","PCA8182"
"SCP9718","PCA6417"
"SCP9718","PCA2141"
"SCP9721","PCA43"
"SCP9723","PCA6028"
"SCP9723","PCA4860"
"SCP9723","PCA2068"
"SCP9727","PCA2954"
"SCP9727","PCA8868"
"SCP9727","PCA3848"
"SCP9728","PCA22"
"SCP9731","PCA3109"
"SCP9731","PCA3417"
"SCP9731","PCA9803"
"SCP9732","PCA11"
"SCP9733","PCA7037"
"SCP9733","PCA7558"
"SCP9733","PCA9690"
"SCP9742","PCA1"
"SCP9746","PCA24"
"SCP9747","PCA5339"
"SCP9747","PCA335"
"SCP9747","PCA163"
"SCP9755","PCA4"
"SCP9762","PCA9261"
"SCP9762","PCA9058"
"SCP9762","PCA5946"
"SCP9763","PCA57"
"SCP9767","PCA5450"
"SCP9767","PCA7434"
"SCP9767","PCA7919"
"SCP9769","PCA59"
"SCP9771","PCA10"
"SCP9774","PCA55"
"SCP9775","PCA14"
"SCP9780","PCA2558"
"SCP9780","PCA2793"
"SCP9780","PCA1546"
"SCP9781","PCA41"
"SCP9782","PCA3"
"SCP9785","PCA9278"
"SCP9785","PCA257"
"SCP9785","PCA2737"
"SCP9786","PCA1590"
"SCP9786","PCA2412"
"SCP9786","PCA6420"
"SCP9787","PCA1357"
"SCP9787","PCA9318"
"SCP9787","PCA147"
"SCP9789","PCA2021"
"SCP9789","PCA2327"
"SCP9789","PCA9217"
"SCP9792","PCA2779"
"SCP9792","PCA7936"
"SCP9792","PCA3125"
"SCP9793","PCA7"
"SCP9797","PCA50"
"SCP9798","PCA56"
"SCP9803","PCA54"
"SCP9810","PCA36"
"SCP9811","PCA11"
"SCP9813","PCA36"
"SCP9819","PCA57"
"SCP9820","PCA52"
"SCP9821","PCA3472"
"SCP9821","PCA7925"
"SCP9821","PCA2966"
"SCP9822","PCA9894"
"SCP9822","PCA2069"
"SCP9822","PCA2528"
"SCP9824","PCA34"
"SCP9825","PCA57"
"SCP9827","PCA1"
"SCP9828","PCA38"
"SCP9829","PCA8"
"SCP9830","PCA7298"
"SCP9830","PCA6992"
"SCP9830","PCA1180"
"SCP9832","PCA67"
"SCP9836","PCA6"
"SCP9848","PCA3358"
"SCP9848","PCA1330"
"SCP9848","PCA5122"
"SCP9849","PCA41"
"SCP9851","PCA3663"
"SCP9851","PCA1299"
"SCP9851","PCA2863"
"SCP9853","PCA366"
"SCP9853","PCA4211"
"SCP9853","PCA637"
"SCP9854","PCA3"
"SCP9855","PCA18"
"SCP9856","PCA8455"
"SCP9856","PCA9079"
"SCP9856","PCA44"
"SCP9859","PCA50"
"SCP9861","PCA49"
"SCP9864","PCA41"
"SCP9865","PCA59"
"SCP9868","PCA25"
"SCP9871","PCA48"
"SCP9874","PCA44"
"SCP9887","PCA573"
"SCP9887","PCA1107"
"SCP9887","PCA7195"
"SCP9888","PCA4912"
"SCP9888","PCA6202"
"SCP9888","PCA5326"
"SCP9890","PCA42"
"SCP9891","PCA4624"
"SCP9891","PCA1666"
"SCP9891","PCA8020"
"SCP9892","PCA60"
"SCP9893","PCA4"
"SCP9894","PCA124"
"SCP9894","PCA7370"
"SCP9894","PCA6118"
"SCP9895","PCA1475"
"SCP9895","PCA2021"
"SCP9895","PCA3016"
"SCP9897","PCA8"
"SCP9899","PCA34"
"SCP9900","PCA29"
"SCP9901","PCA6071"
"SCP9901","PCA9817"
"SCP9901","PCA6418"
"SCP9907","PCA63"
"SCP9910","PCA2"
"SCP9913","PCA66"
"SCP9917","PCA3197"
"SCP9917","PCA4424"
"SCP9917","PCA9041"
"SCP9918","PCA4972"
"SCP9918","PCA2095"
"SCP9918","PCA7669"
"SCP9920","PCA60"
"SCP9924","PCA41"
"SCP9928","PCA1203"
"SCP9928","PCA7675"
"SCP9928","PCA1263"
"SCP9929","PCA49"
"SCP9930","PCA46"
"SCP9936","PCA2362"
"SCP9936","PCA4865"
"SCP9936","PCA3214"
"SCP9940","PCA15"
"SCP9941","PCA6753"
"SCP9941","PCA6780"
"SCP9941","PCA4142"
"SCP9943","PCA9761"
"SCP9943","PCA2380"
"SCP9943","PCA2324"
"SCP9944","PCA8596"
"SCP9944","PCA5532"
"SCP9944","PCA5946"
"SCP9947","PCA7127"
"SCP9947","PCA8122"
"SCP9947","PCA3041"
"SCP9950","PCA5"
"SCP9951","PCA6039"
"SCP9951","PCA7588"
"SCP9951","PCA7704"
"SCP9955","PCA2607"
"SCP9955","PCA2826"
"SCP9955","PCA1630"
"SCP9962","PCA47"
"SCP9964","PCA1347"
"SCP9964","PCA6154"
"SCP9964","PCA7093"
"SCP9965","PCA58"
"SCP9971","PCA68"
"SCP9973","PCA26"
"SCP9974","PCA2085"
"SCP9974","PCA9097"
"SCP9974","PCA117"
"SCP9975","PCA47"
"SCP9978","PCA51"
"SCP9979","PCA31"
"SCP9981","PCA37"
"SCP9984","PCA3700"
"SCP9984","PCA4050"
"SCP9984","PCA2348"
"SCP9989","PCA15"
"SCP9990","PCA3390"
"SCP9990","PCA2817"
"SCP9990","PCA6568"
"SCP9991","PCA5703"
"SCP9991","PCA2417"
"SCP9991","PCA352"
"SCP9992","PCA64"
"SCP9993","PCA22"
"SCP10000","PCA43"
"SCP10003","PCA7232"
"SCP10003","PCA558"
"SCP10003","PCA3443"
"SCP10010","PCA3166"
"SCP10010","PCA2412"
"SCP10010","PCA8075"
"SCP10011","PCA62"
"SCP10013","PCA7073"
"SCP10013","PCA14"
"SCP10013","PCA4663"
"SCP10028","PCA50"
"SCP10031","PCA9251"
"SCP10031","PCA9300"
"SCP10031","PCA3913"
"SCP10032","PCA9187"
"SCP10032","PCA2706"
"SCP10032","PCA7133"
"SCP10033","PCA9813"
"SCP10033","PCA7581"
"SCP10033","PCA1533"
"SCP10037","PCA46"
"SCP10039","PCA9245"
"SCP10039","PCA6293"
"SCP10039","PCA1233"
"SCP10041","PCA5332"
"SCP10041","PCA9422"
"SCP10041","PCA7500"
"SCP10043","PCA4556"
"SCP10043","PCA4453"
"SCP10043","PCA332"
"SCP10048","PCA21"
"SCP10050","PCA9159"
"SCP10050","PCA758"
"SCP10050","PCA136"
"SCP10055","PCA7469"
"SCP10055","PCA8794"
"SCP10055","PCA9435"
"SCP10056","PCA4108"
"SCP10056","PCA6870"
"SCP10056","PCA8311"
"SCP10061","PCA6471"
"SCP10061","PCA3883"
"SCP10061","PCA9340"
"SCP10063","PCA976"
"SCP10063","PCA8124"
"SCP10063","PCA2217"
"SCP10064","PCA8571"
"SCP10064","PCA9354"
"SCP10064","PCA2547"
"SCP10068","PCA2832"
"SCP10068","PCA5106"
"SCP10068","PCA730"
"SCP10073","PCA38"
"SCP10074","PCA4329"
"SCP10074","PCA3951"
"SCP10074","PCA8843"
"SCP10076","PCA18"
"SCP10079","PCA3333"
"SCP10079","PCA9019"
"SCP10079","PCA7958"
"SCP10080","PCA58"
"SCP10081","PCA4155"
"SCP10081","PCA4648"
"SCP10081","PCA9844"
"SCP10083","PCA2"
"SCP10084","PCA48"
"SCP10096","PCA44"
"SCP10098","PCA30"
"SCP10099","PCA3"
"SCP10106","PCA29"
"SCP10107","PCA44"
"SCP10111","PCA6220"
"SCP10111","PCA8725"
"SCP10111","PCA2300"
"SCP10112","PCA8076"
"SCP10112","PCA9852"
"SCP10112","PCA4272"
"SCP10114","PCA22"
"SCP10116","PCA27"
"SCP10117","PCA27"
"SCP10119","PCA7245"
"SCP10119","PCA1409"
"SCP10119","PCA453"
"SCP10122","PCA9453"
"SCP10122","PCA3829"
"SCP10122","PCA2327"
"SCP10124","PCA62"
"SCP10126","PCA4338"
"SCP10126","PCA632"
"SCP10126","PCA8769"
"SCP10128","PCA738"
"SCP10128","PCA7168"
"SCP10128","PCA5536"
"SCP10133","PCA30"
"SCP10136","PCA53"
"SCP10141","PCA9920"
"SCP10141","PCA6579"
"SCP10141","PCA8633"
"SCP10143","PCA789"
"SCP10143","PCA6590"
"SCP10143","PCA2891"
"SCP10144","PCA8673"
"SCP10144","PCA5766"
"SCP10144","PCA788"
"SCP10148","PCA4082"
"SCP10148","PCA5587"
"SCP10148","PCA6868"
"SCP10154","PCA24"
"SCP10155","PCA5686"
"SCP10155","PCA9712"
"SCP10155","PCA1945"
"SCP10156","PCA13"
"SCP10159","PCA6"
"SCP10161","PCA8829"
"SCP10161","PCA7214"
"SCP10161","PCA1015"
"SCP10162","PCA53"
"SCP10164","PCA55"
"SCP10166","PCA114"
"SCP10166","PCA9123"
"SCP10166","PCA7428"
"SCP10167","PCA63"
"SCP10171","PCA4764"
"SCP10171","PCA2016"
"SCP10171","PCA3673"
"SCP10174","PCA70"
"SCP10176","PCA9219"
"SCP10176","PCA2650"
"SCP10176","PCA1055"
"SCP10179","PCA52"
"SCP10182","PCA64"
"SCP10183","PCA9823"
"SCP10183","PCA3915"
"SCP10183","PCA575"
"SCP10185","PCA9288"
"SCP10185","PCA2387"
"SCP10185","PCA6543"
"SCP10193","PCA14"
"SCP10194","PCA1523"
"SCP10194","PCA7003"
"SCP10194","PCA1877"
"SCP10195","PCA6944"
"SCP10195","PCA6"
"SCP10195","PCA3873"
"SCP10198","PCA69"
"SCP10201","PCA6607"
"SCP10201","PCA2258"
"SCP10201","PCA8081"
"SCP10204","PCA1479"
"SCP10204","PCA8851"
"SCP10204","PCA6146"
"SCP10206","PCA12"
"SCP10211","PCA29"
"SCP10219","PCA6794"
"SCP10219","PCA4793"
"SCP10219","PCA4557"
"SCP10226","PCA3182"
"SCP10226","PCA1104"
"SCP10226","PCA3889"
"SCP10228","PCA4721"
"SCP10228","PCA4718"
"SCP10228","PCA8448"
"SCP10230","PCA61"
"SCP10231","PCA2514"
"SCP10231","PCA7606"
"SCP10231","PCA8792"
"SCP10232","PCA29"
"SCP10234","PCA1850"
"SCP10234","PCA8370"
"SCP10234","PCA4790"
"SCP10236","PCA6808"
"SCP10236","PCA352"
"SCP10236","PCA6518"
"SCP10237","PCA295"
"SCP10237","PCA5228"
"SCP10237","PCA4757"
"SCP10238","PCA8399"
"SCP10238","PCA612"
"SCP10238","PCA3966"
"SCP10239","PCA9493"
"SCP10239","PCA1823"
"SCP10239","PCA3612"
"SCP10241","PCA11"
"SCP10242","PCA37"
"SCP10244","PCA30"
"SCP10251","PCA5"
"SCP10253","PCA27"
"SCP10255","PCA58"
"SCP10256","PCA3963"
"SCP10256","PCA5643"
"SCP10256","PCA8900"
"SCP10260","PCA3"
"SCP10265","PCA2036"
"SCP10265","PCA2155"
"SCP10265","PCA1101"
"SCP10270","PCA4273"
"SCP10270","PCA8551"
"SCP10270","PCA3520"
"SCP10271","PCA21"
"SCP10276","PCA26"
"SCP10277","PCA9683"
"SCP10277","PCA5720"
"SCP10277","PCA8019"
"SCP10279","PCA45"
"SCP10281","PCA40"
"SCP10284","PCA7723"
"SCP10284","PCA9991"
"SCP10284","PCA5196"
"SCP10285","PCA2148"
"SCP10285","PCA7340"
"SCP10285","PCA7029"
"SCP10287","PCA8090"
"SCP10287","PCA532"
"SCP10287","PCA753"
"SCP10288","PCA6854"
"SCP10288","PCA5772"
"SCP10288","PCA2454"
"SCP10289","PCA29"
"SCP10294","PCA6971"
"SCP10294","PCA1862"
"SCP10294","PCA1688"
"SCP10297","PCA8373"
"SCP10297","PCA2957"
"SCP10297","PCA9598"
"SCP10298","PCA3"
"SCP10302","PCA1297"
"SCP10302","PCA1622"
"SCP10302","PCA1870"
"SCP10303","PCA42"
"SCP10305","PCA9794"
"SCP10305","PCA777"
"SCP10305","PCA5201"
"SCP10306","PCA791"
"SCP10306","PCA4480"
"SCP10306","PCA3189"
"SCP10307","PCA29"
"SCP10313","PCA9547"
"SCP10313","PCA3891"
"SCP10313","PCA4981"
"SCP10314","PCA1636"
"SCP10314","PCA9501"
"SCP10314","PCA5828"
"SCP10315","PCA1115"
"SCP10315","PCA6752"
"SCP10315","PCA8681"
"SCP10316","PCA9418"
"SCP10316","PCA4836"
"SCP10316","PCA5866"
"SCP10317","PCA27"
"SCP10321","PCA52"
"SCP10323","PCA1743"
"SCP10323","PCA5544"
"SCP10323","PCA8452"
"SCP10324","PCA25"
"SCP10325","PCA4603"
"SCP10325","PCA4628"
"SCP10325","PCA3635"
"SCP10329","PCA4878"
"SCP10329","PCA9083"
"SCP10329","PCA5949"
"SCP10330","PCA34"
"SCP10331","PCA8299"
"SCP10331","PCA4315"
"SCP10331","PCA4990"
"SCP10337","PCA45"
"SCP10338","PCA811"
"SCP10338","PCA8207"
"SCP10338","PCA6714"
"SCP10348","PCA11"
"SCP10353","PCA67"
"SCP10362","PCA2158"
"SCP10362","PCA837"
"SCP10362","PCA6762"
"SCP10363","PCA9743"
"SCP10363","PCA9798"
"SCP10363","PCA4288"
"SCP10369","PCA5333"
"SCP10369","PCA3099"
"SCP10369","PCA4520"
"SCP10373","PCA1497"
"SCP10373","PCA1429"
"SCP10373","PCA4098"
"SCP10375","PCA29"
"SCP10377","PCA1149"
"SCP10377","PCA624"
"SCP10377","PCA2887"
"SCP10380","PCA7004"
"SCP10380","PCA860"
"SCP10380","PCA6090"
"SCP10381","PCA7619"
"SCP10381","PCA6897"
"SCP10381","PCA4019"
"SCP10382","PCA8986"
"SCP10382","PCA5748"
"SCP10382","PCA5743"
"SCP10384","PCA56"
"SCP10386","PCA8260"
"SCP10386","PCA2844"
"SCP10386","PCA4242"
"SCP10389","PCA9641"
"SCP10389","PCA1089"
"SCP10389","PCA5717"
"SCP10392","PCA7814"
"SCP10392","PCA1817"
"SCP10392","PCA5922"
"SCP10394","PCA51"
"SCP10398","PCA2763"
"SCP10398","PCA636"
"SCP10398","PCA9196"
"SCP10401","PCA766"
"SCP10401","PCA3893"
"SCP10401","PCA7938"
"SCP10402","PCA9736"
"SCP10402","PCA9240"
"SCP10402","PCA2250"
"SCP10404","PCA67"
"SCP10408","PCA69"
"SCP10409","PCA2128"
"SCP10409","PCA7021"
"SCP10409","PCA7281"
"SCP10411","PCA8618"
"SCP10411","PCA7958"
"SCP10411","PCA484"
"SCP10413","PCA27"
"SCP10414","PCA54"
"SCP10418","PCA9669"
"SCP10418","PCA4752"
"SCP10418","PCA7705"
"SCP10419","PCA33"
"SCP10420","PCA35"
"SCP10421","PCA49"
"SCP10424","PCA32"
"SCP10427","PCA9833"
"SCP10427","PCA8012"
"SCP10427","PCA8120"
"SCP10428","PCA48"
"SCP10429","PCA5896"
"SCP10429","PCA3892"
"SCP10429","PCA7908"
"SCP10434","PCA22"
"SCP10438","PCA3"
"SCP10439","PCA5"
"SCP10444","PCA5"
"SCP10445","PCA38"
"SCP10448","PCA6319"
"SCP10448","PCA6335"
"SCP10448","PCA4379"
"SCP10449","PCA48"
"SCP10452","PCA8055"
"SCP10452","PCA1151"
"SCP10452","PCA393"
"SCP10453","PCA48"
"SCP10454","PCA1362"
"SCP10454","PCA8677"
"SCP10454","PCA6217"
"SCP10457","PCA3049"
"SCP10457","PCA625"
"SCP10457","PCA5054"
"SCP10458","PCA69"
"SCP10460","PCA55"
"SCP10461","PCA68"
"SCP10463","PCA24"
"SCP10466","PCA9047"
"SCP10466","PCA2869"
"SCP10466","PCA8957"
"SCP10471","PCA4914"
"SCP10471","PCA7220"
"SCP10471","PCA7039"
"SCP10474","PCA5471"
"SCP10474","PCA7178"
"SCP10474","PCA4224"
"SCP10476","PCA7"
"SCP10477","PCA719"
"SCP10477","PCA6923"
"SCP10477","PCA3316"
"SCP10484","PCA4295"
"SCP10484","PCA7084"
"SCP10484","PCA4547"
"SCP10486","PCA4787"
"SCP10486","PCA7967"
"SCP10486","PCA7198"
"SCP10487","PCA20"
"SCP10489","PCA69"
"SCP10491","PCA23"
"SCP10492","PCA2582"
"SCP10492","PCA8844"
"SCP10492","PCA2373"
"SCP10496","PCA64"
"SCP10498","PCA7991"
"SCP10498","PCA3047"
"SCP10498","PCA2012"
"SCP10499","PCA7895"
"SCP10499","PCA9142"
"SCP10499","PCA5548"
"SCP10501","PCA25"
"SCP10502","PCA8887"
"SCP10502","PCA4095"
"SCP10502","PCA3507"
"SCP10505","PCA4"
"SCP10506","PCA47"
"SCP10507","PCA4263"
"SCP10507","PCA1906"
"SCP10507","PCA5482"
"SCP10508","PCA59"
"SCP10509","PCA6378"
"SCP10509","PCA7496"
"SCP10509","PCA6225"
"SCP10510","PCA3729"
"SCP10510","PCA9864"
"SCP10510","PCA6127"
"SCP10511","PCA37"
"SCP10512","PCA4434"
"SCP10512","PCA5130"
"SCP10512","PCA8581"
"SCP10513","PCA7320"
"SCP10513","PCA2654"
"SCP10513","PCA2585"
"SCP10518","PCA397"
"SCP10518","PCA4469"
"SCP10518","PCA9464"
"SCP10533","PCA60"
"SCP10536","PCA1741"
"SCP10536","PCA4653"
"SCP10536","PCA4700"
"SCP10546","PCA278"
"SCP10546","PCA8280"
"SCP10546","PCA8915"
"SCP10549","PCA794"
"SCP10549","PCA1755"
"SCP10549","PCA6414"
"SCP10555","PCA54"
"SCP10561","PCA17"
"SCP10562","PCA49"
"SCP10564","PCA2399"
"SCP10564","PCA5810"
"SCP10564","PCA2837"
"SCP10568","PCA54"
